ID,long,lat,proptype,propstatus,stories,MIN_NO,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_RAILS,MIN_PORCH,MIN_PORJUNK,MIN_CHIMN,MIN_PAINT,MIN_GUTTER,MAJ_NO,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_CHIMN,YARD_SATIS,YARD_MOW,YARD_OVRGR,YARD_VHINOP,YARD_VHPARK,YARD_GRCOV,YARD_MAJCL,GeneralCon,Pic1,MIN_TOTAL,MAJ_TOTAL,MnMj_total,Classify,other_tot,Landlord
sample_0421,-83.39452995,33.95654078,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Good,http://classic.ona.io/api/v1/files/2077683?filename=communitymapuga/attachments/1468079856793.jpg,0,0,0,Standard,1,0
sample_0422,-83.38381904,33.9563449,Single family (no garage),OCCUP,one,No,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Fair,http://classic.ona.io/api/v1/files/2077685?filename=communitymapuga/attachments/1468080198647.jpg,4,0,4,Dilapidated,4,0
sample_0423,-83.38161686,33.95671892,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Good,http://classic.ona.io/api/v1/files/2077688?filename=communitymapuga/attachments/1468081282766.jpg,1,0,1,Standard,1,0
sample_0424,-83.38143972,33.9566246,Single family (no garage),OCCUP,one,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2077689?filename=communitymapuga/attachments/1468081528676.jpg,5,0,5,Dilapidated,1,0
sample_0425,-83.39306906,33.95670551,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Good,http://classic.ona.io/api/v1/files/2077691?filename=communitymapuga/attachments/1468081736577.jpg,1,0,1,Standard,1,1
sample_0426,-83.38540585,33.95662679,Single family (no garage),OCCUP,one,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2077692?filename=communitymapuga/attachments/1468082084144.jpg,4,0,4,Dilapidated,0,0
sample_0427,-83.39301082,33.95682836,Single family (no garage),OCCUP,one,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Good,http://classic.ona.io/api/v1/files/2077694?filename=communitymapuga/attachments/1468082410485.jpg,4,0,4,Dilapidated,2,0
sample_0428,-83.39405898,33.95666162,Single family (no garage),OCCUP,one,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Good,http://classic.ona.io/api/v1/files/2077696?filename=communitymapuga/attachments/1468082598709.jpg,2,0,2,Substandard,1,1
sample_0429,-83.39522842,33.95674952,Single family (no garage),OCCUP,one,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Good,http://classic.ona.io/api/v1/files/2077699?filename=communitymapuga/attachments/1468083415761.jpg,2,0,2,Substandard,2,0
sample_0430,-83.39208849,33.95667957,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Good,http://classic.ona.io/api/v1/files/2077703?filename=communitymapuga/attachments/1468083668976.jpg,0,0,0,Standard,1,0
sample_0431,-83.39607873,33.95679222,Duplex,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Good,http://classic.ona.io/api/v1/files/2077704?filename=communitymapuga/attachments/1468083861076.jpg,0,0,0,Standard,1,0
sample_0432,-83.38524739,33.9566659,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Good,http://classic.ona.io/api/v1/files/2077705?filename=communitymapuga/attachments/1468084014603.jpg,0,0,0,Standard,1,0
sample_0433,-83.39260163,33.9566043,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080777?filename=communitymapuga/attachments/1468073030851.jpg,0,0,0,Standard,0,0
sample_0434,-83.39150654,33.95674155,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080778?filename=communitymapuga/attachments/1468073342985.jpg,0,0,0,Standard,0,0
sample_0435,-83.39136236,33.95632427,Single family (garage),OCCUP,one,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080779?filename=communitymapuga/attachments/1468073638145.jpg,1,0,1,Standard,0,0
sample_0436,-83.39355877,33.95627104,Single family (garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080781?filename=communitymapuga/attachments/1468073959836.jpg,1,0,1,Standard,0,0
sample_0437,-83.39152199,33.95628261,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080782?filename=communitymapuga/attachments/1468074132833.jpg,0,0,0,Standard,0,0
sample_0438,-83.39569396,33.95648856,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080783?filename=communitymapuga/attachments/1468074319524.jpg,0,0,0,Standard,0,0
sample_0439,-83.38529597,33.95636708,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080784?filename=communitymapuga/attachments/1468074437127.jpg,0,0,0,Standard,0,0
sample_0440,-83.38623158,33.95643107,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080785?filename=communitymapuga/attachments/1468074627131.jpg,0,0,0,Standard,0,1
sample_0441,-83.3954045,33.95652184,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Good,http://classic.ona.io/api/v1/files/2080786?filename=communitymapuga/attachments/1468074859083.jpg,0,0,0,Standard,1,1
sample_0442,-83.39071973,33.95650478,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080788?filename=communitymapuga/attachments/1468075018344.jpg,0,0,0,Standard,0,0
sample_0443,-83.39196752,33.9565489,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080789?filename=communitymapuga/attachments/1468075215726.jpg,0,0,0,Standard,0,1
sample_0444,-83.38609061,33.95647273,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080790?filename=communitymapuga/attachments/1468075500545.jpg,1,0,1,Standard,0,0
sample_0445,-83.38166108,33.9568606,Single family (garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080792?filename=communitymapuga/attachments/1468075743766.jpg,1,0,1,Standard,1,0
sample_0446,-83.39342069,33.95674647,Duplex,OCCUP,one,No,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Poor,http://classic.ona.io/api/v1/files/2080795?filename=communitymapuga/attachments/1468353618057.jpg,4,1,5,Dilapidated,1,0
sample_0447,-83.39444999,33.95680087,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080796?filename=communitymapuga/attachments/1468076263981.jpg,0,0,0,Standard,0,0
sample_0448,-83.38930942,33.95501916,Vacant,UNKNOWN,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Poor,http://classic.ona.io/api/v1/files/2080797?filename=communitymapuga/attachments/1468076405808.jpg,0,0,0,Standard,2,0
sample_0449,-83.39681649,33.95536656,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080799?filename=communitymapuga/attachments/1468076565982.jpg,0,0,0,Standard,1,1
sample_0450,-83.38782638,33.95668119,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080801?filename=communitymapuga/attachments/1468076800488.jpg,0,0,0,Standard,0,1
sample_0451,-83.39165521,33.9567059,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Fair,http://classic.ona.io/api/v1/files/2080802?filename=communitymapuga/attachments/1468077069407.jpg,0,0,0,Standard,2,1
sample_0452,-83.39116781,33.95629988,Single family (garage),FOR_SALE,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080805?filename=communitymapuga/attachments/1468077501538.jpg,0,0,0,Standard,0,1
sample_0453,-83.38559934,33.95658452,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080806?filename=communitymapuga/attachments/1468077610540.jpg,0,0,0,Standard,0,0
sample_0454,-83.38309801,33.95643346,Single family (no garage),OCCUP,one,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080807?filename=communitymapuga/attachments/1468077763553.jpg,3,0,3,Substandard,0,0
sample_0455,-83.38414936,33.95659911,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080809?filename=communitymapuga/attachments/1468077903173.jpg,0,0,0,Standard,0,0
sample_0456,-83.39604528,33.95662559,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2080810?filename=communitymapuga/attachments/1468078043435.jpg,1,0,1,Standard,1,0
sample_0457,-83.39585142,33.95671149,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080811?filename=communitymapuga/attachments/1468078197451.jpg,0,0,0,Standard,0,0
sample_0458,-83.39459687,33.95687771,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080812?filename=communitymapuga/attachments/1468078338344.jpg,0,0,0,Standard,0,0
sample_0459,-83.39213464,33.9568146,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080813?filename=communitymapuga/attachments/1468078516062.jpg,0,0,0,Standard,0,0
sample_0460,-83.39571969,33.95693309,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080815?filename=communitymapuga/attachments/1468079357508.jpg,0,0,0,Standard,0,0
sample_0461,-83.39217267,33.9569275,Single family (garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080816?filename=communitymapuga/attachments/1468079500154.jpg,1,0,1,Standard,0,0
sample_0462,-83.39356938,33.956708,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080817?filename=communitymapuga/attachments/1468079639628.jpg,1,0,1,Standard,0,0
sample_0463,-83.39280131,33.95655488,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080818?filename=communitymapuga/attachments/1468079761830.jpg,0,0,0,Standard,0,1
sample_0464,-83.39390147,33.95670245,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080819?filename=communitymapuga/attachments/1468079853694.jpg,0,0,0,Standard,0,1
sample_0465,-83.3954464,33.9568451,Single family (no garage),OCCUP,one,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080820?filename=communitymapuga/attachments/1468080052279.jpg,2,0,2,Substandard,0,0
sample_0466,-83.3930458,33.95692976,Single family (garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080821?filename=communitymapuga/attachments/1468080541375.jpg,1,0,1,Standard,0,1
sample_0467,-83.39487186,33.95661985,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080822?filename=communitymapuga/attachments/1468080646241.jpg,0,0,0,Standard,0,1
sample_0468,-83.39374399,33.95674328,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Fair,http://classic.ona.io/api/v1/files/2080823?filename=communitymapuga/attachments/1468081013963.jpg,0,0,0,Standard,1,0
sample_0469,-83.393543,33.95687931,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080824?filename=communitymapuga/attachments/1468081151698.jpg,0,0,0,Standard,0,0
sample_0470,-83.38374345,33.95520433,Single family (garage),VACANT1,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Poor,http://classic.ona.io/api/v1/files/2080825?filename=communitymapuga/attachments/1468263838283.jpg,0,7,7,Dilapidated,1,0
sample_0471,-83.39133883,33.95575292,Single family (garage),OCCUP,one,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Poor,http://classic.ona.io/api/v1/files/2080827?filename=communitymapuga/attachments/1468330233438.jpg,3,0,3,Substandard,2,0
sample_0472,-83.39540576,33.95576992,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Poor,http://classic.ona.io/api/v1/files/2080828?filename=communitymapuga/attachments/1468351609915.jpg,1,0,1,Standard,1,0
sample_0473,-83.39500088,33.95574604,Single family (garage),OCCUP,two,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080829?filename=communitymapuga/attachments/1468351862466.jpg,1,0,1,Standard,0,0
sample_0474,-83.38786347,33.95709936,Single family (garage),OCCUP,one,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Fair,http://classic.ona.io/api/v1/files/2080831?filename=communitymapuga/attachments/1468352130542.jpg,4,0,4,Dilapidated,2,0
sample_0475,-83.39328832,33.95763205,Single family (garage),OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2080833?filename=communitymapuga/attachments/1468352343583.jpg,2,0,2,Substandard,1,0
sample_0476,-83.38363342,33.95301547,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080835?filename=communitymapuga/attachments/1468352548074.jpg,0,0,0,Standard,0,1
sample_0477,-83.39439226,33.95268886,Single family (garage),OCCUP,one,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2080836?filename=communitymapuga/attachments/1468352668491.jpg,1,0,1,Standard,0,0
sample_0478,-83.39126971,33.95306953,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080837?filename=communitymapuga/attachments/1468356221576.jpg,0,0,0,Standard,0,0
sample_0479,-83.38416992,33.95253622,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080840?filename=communitymapuga/attachments/1468356372052.jpg,0,0,0,Standard,0,0
sample_0480,-83.39077915,33.952841,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2080842?filename=communitymapuga/attachments/1468356528814.jpg,0,0,0,Standard,0,0
sample_0481,-83.39031464,33.95295704,Single family (no garage),OCCUP,one,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2080843?filename=communitymapuga/attachments/1468356649651.jpg,1,0,1,Standard,2,0
sample_0482,-83.3864784,33.95271666,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2080845?filename=communitymapuga/attachments/1468356806908.jpg,1,0,1,Standard,1,1
sample_0483,-83.39572945,33.95280397,Single family (no garage),OCCUP,one,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Poor,http://classic.ona.io/api/v1/files/2080846?filename=communitymapuga/attachments/1468357290224.jpg,1,0,1,Standard,1,0
sample_0484,-83.39182227,33.95307136,Single family (garage),OCCUP,one,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Poor,http://classic.ona.io/api/v1/files/2080847?filename=communitymapuga/attachments/1468357468213.jpg,2,0,2,Substandard,1,0
sample_0485,-83.39409509,33.95318623,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Fair,http://classic.ona.io/api/v1/files/2080848?filename=communitymapuga/attachments/1468358304854.jpg,3,0,3,Substandard,3,0
sample_0486,-83.38848595,33.95309454,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Poor,http://classic.ona.io/api/v1/files/2080849?filename=communitymapuga/attachments/1468358646161.jpg,4,0,4,Dilapidated,5,0
sample_0487,-83.39110291,33.9534104,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,Poor,http://classic.ona.io/api/v1/files/2080850?filename=communitymapuga/attachments/1468358873401.jpg,3,0,3,Substandard,3,1
sample_0488,-83.39054678,33.95289881,Single family (garage),OCCUP,one,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Poor,http://classic.ona.io/api/v1/files/2080853?filename=communitymapuga/attachments/1468359074637.jpg,6,0,6,Dilapidated,4,0
sample_0489,-83.39374593,33.95315842,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2141956?filename=communitymapuga/attachments/1468418799683.jpg,1,0,1,Standard,0,1
sample_0490,-83.39310894,33.95327241,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2141957?filename=communitymapuga/attachments/1468419441143.jpg,0,0,0,Standard,0,1
sample_0491,-83.38829936,33.95267894,Single family (no garage),OCCUP,one,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2141958?filename=communitymapuga/attachments/1468420200239.jpg,3,0,3,Substandard,0,1
sample_0492,-83.39093404,33.95280253,Duplex,OCCUP,one,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2141959?filename=communitymapuga/attachments/1468420426919.jpg,2,0,2,Substandard,0,0
sample_0493,-83.3917804,33.95295091,Single family (no garage),OCCUP,one,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2141960?filename=communitymapuga/attachments/1468420593677.jpg,3,0,3,Substandard,1,0
sample_0494,-83.38359485,33.95282718,Single family (no garage),OCCUP,two,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2141961?filename=communitymapuga/attachments/1468420892260.jpg,1,0,1,Standard,0,0
sample_0495,-83.39602022,33.95273756,Single family (no garage),OCCUP,one,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2141962?filename=communitymapuga/attachments/1468421608095.jpg,6,1,7,Dilapidated,0,0
sample_0496,-83.38573542,33.95278501,Single family (no garage),OCCUP,one,No,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2141964?filename=communitymapuga/attachments/1468421803786.jpg,7,1,8,Dilapidated,0,0
sample_0497,-83.39157226,33.95312,Single family (no garage),OCCUP,one,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Poor,http://classic.ona.io/api/v1/files/2141965?filename=communitymapuga/attachments/1468422422454.jpg,6,1,7,Dilapidated,1,0
sample_0498,-83.39217758,33.95301923,Single family (no garage),OCCUP,one,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Poor,http://classic.ona.io/api/v1/files/2141966?filename=communitymapuga/attachments/1468422667191.jpg,6,1,7,Dilapidated,3,0
sample_0499,-83.38712127,33.9529872,Single family (no garage),OCCUP,one,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2141967?filename=communitymapuga/attachments/1468423259258.jpg,4,1,5,Dilapidated,1,0
