ID,long,lat,proptype,propstatus,stories,MIN_NO,MIN_RFSWY,MIN_RFTILE,MIN_FOUND,MIN_WINDDO,MIN_WNDPAN,MIN_UNFINW,MIN_MISSID,MIN_INSUL,MIN_ROT,MIN_RAILS,MIN_PORCH,MIN_PORJUNK,MIN_CHIMN,MIN_PAINT,MIN_GUTTER,MAJ_NO,MAJ_RFSWY,MAJ_RFTILE,MAJ_FOUND,MAJ_WINDDO,MAJ_SIDING,MAJ_ROT,MAJ_PORCH,MAJ_CHIMN,YARD_SATIS,YARD_MOW,YARD_OVRGR,YARD_VHINOP,YARD_VHPARK,YARD_GRCOV,YARD_MAJCL,GeneralCon,Pic1,MIN_TOTAL,MAJ_TOTAL,MnMj_total,Classify,other_tot,Landlord
sample_0001,-83.3943136,33.95056087,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035158?filename=communitymapuga/attachments/1482425097445.jpg,0,0,0,Standard,0,0
sample_0002,-83.39531646,33.95051281,Single family (garage),OCCUP,two,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035158?filename=communitymapuga/attachments/1464788401500.jpg,3,0,3,Substandard,0,0
sample_0003,-83.38642777,33.95028461,Single family (no garage),OCCUP,one,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035166?filename=communitymapuga/attachments/1464788773264.jpg,2,0,2,Substandard,0,0
sample_0004,-83.38407797,33.95032866,Single family (garage),OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035170?filename=communitymapuga/attachments/1464789086921.jpg,1,0,1,Standard,0,0
sample_0005,-83.38363107,33.95044783,Single family (no garage),OCCUP,one,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035171?filename=communitymapuga/attachments/1464789529844.jpg,1,0,1,Standard,0,0
sample_0006,-83.38620377,33.95033529,Single family (no garage),OCCUP,one,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035178?filename=communitymapuga/attachments/1464789916201.jpg,4,0,4,Dilapidated,0,1
sample_0007,-83.38483854,33.95064518,Single family (no garage),VACANT,one,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Poor,http://classic.ona.io/api/v1/files/2035188?filename=communitymapuga/attachments/1464790710514.jpg,5,2,7,Dilapidated,0,1
sample_0008,-83.39546993,33.95101149,Single family (no garage),OCCUP,one,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035189?filename=communitymapuga/attachments/1464790967508.jpg,2,0,2,Substandard,0,1
sample_0009,-83.39512473,33.95054824,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035192?filename=communitymapuga/attachments/1464791329642.jpg,0,0,0,Standard,0,1
sample_0010,-83.3910889,33.95276403,Single family (no garage),OCCUP,one,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035203?filename=communitymapuga/attachments/1464791548473.jpg,2,0,2,Substandard,0,0
sample_0011,-83.382479,33.9519789,Single family (no garage),OCCUP,one,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Poor,http://classic.ona.io/api/v1/files/2035209?filename=communitymapuga/attachments/1464792060093.jpg,8,1,9,Dilapidated,0,0
sample_0012,-83.393774,33.95282556,Single family (no garage),OCCUP,two,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035212?filename=communitymapuga/attachments/1464788393235.jpg,1,0,1,Standard,0,1
sample_0013,-83.3862708,33.95276215,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035214?filename=communitymapuga/attachments/1465310407394.jpg,0,0,0,Standard,0,0
sample_0014,-83.39547411,33.95283283,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035215?filename=communitymapuga/attachments/1464788715137.jpg,0,0,0,Standard,0,0
sample_0015,-83.38592318,33.95040109,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035216?filename=communitymapuga/attachments/1465310644404.jpg,0,0,0,Standard,0,0
sample_0016,-83.39466177,33.95048871,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035217?filename=communitymapuga/attachments/1464789157261.jpg,0,0,0,Standard,0,1
sample_0017,-83.3946344,33.95075615,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035218?filename=communitymapuga/attachments/1465310891549.jpg,0,0,0,Standard,0,0
sample_0018,-83.38361575,33.95079216,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035219?filename=communitymapuga/attachments/1464789417862.jpg,0,0,0,Standard,0,0
sample_0019,-83.38562996,33.95048079,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035220?filename=communitymapuga/attachments/1465311201036.jpg,2,0,2,Substandard,0,0
sample_0020,-83.39543762,33.95089902,Single family (no garage),OCCUP,one,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035221?filename=communitymapuga/attachments/1464789828382.jpg,1,0,1,Standard,0,0
sample_0021,-83.38454844,33.95071713,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035222?filename=communitymapuga/attachments/1465311602397.jpg,0,0,0,Standard,0,1
sample_0022,-83.38423624,33.95079244,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035223?filename=communitymapuga/attachments/1465311870086.jpg,0,0,0,Standard,0,0
sample_0023,-83.3854068,33.95053121,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035229?filename=communitymapuga/attachments/1464790140261.jpg,1,0,1,Standard,0,0
sample_0024,-83.39509362,33.9510382,Duplex,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035231?filename=communitymapuga/attachments/1465312011670.jpg,0,0,0,Standard,0,0
sample_0025,-83.39328617,33.95099883,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035235?filename=communitymapuga/attachments/1464790719094.jpg,1,0,1,Standard,0,0
sample_0026,-83.38368409,33.9510284,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035237?filename=communitymapuga/attachments/1465312241152.jpg,0,0,0,Standard,1,1
sample_0027,-83.39497608,33.95105466,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035239?filename=communitymapuga/attachments/1464791041299.jpg,0,0,0,Standard,0,0
sample_0028,-83.38233495,33.95081675,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035240?filename=communitymapuga/attachments/1465312561933.jpg,0,0,0,Standard,0,0
sample_0029,-83.38603805,33.95099145,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035241?filename=communitymapuga/attachments/1464791397461.jpg,0,0,0,Standard,0,0
sample_0030,-83.38286713,33.95079604,Single family (no garage),FOR_SALE,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Good,http://classic.ona.io/api/v1/files/2035244?filename=communitymapuga/attachments/1465312777966.jpg,0,0,0,Standard,1,1
sample_0031,-83.39239106,33.95492326,Single family (no garage),OCCUP,one,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Poor,http://classic.ona.io/api/v1/files/2035245?filename=communitymapuga/attachments/1464792079565.jpg,3,2,5,Dilapidated,0,1
sample_0032,-83.39595618,33.95487488,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035249?filename=communitymapuga/attachments/1465313019178.jpg,0,0,0,Standard,0,0
sample_0033,-83.39518369,33.95474393,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035250?filename=communitymapuga/attachments/1465310366122.jpg,0,0,0,Standard,0,0
sample_0034,-83.3824955,33.95470343,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035254?filename=communitymapuga/attachments/1465313331377.jpg,0,0,0,Standard,0,0
sample_0035,-83.38284483,33.95467951,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035256?filename=communitymapuga/attachments/1465310657381.jpg,0,0,0,Standard,0,1
sample_0036,-83.39634243,33.9551218,Single family (no garage),VACANT1,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035257?filename=communitymapuga/attachments/1465313886475.jpg,1,0,1,Standard,0,0
sample_0037,-83.38594529,33.95469096,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035258?filename=communitymapuga/attachments/1465310812127.jpg,0,0,0,Standard,0,0
sample_0038,-83.38513475,33.95480887,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035259?filename=communitymapuga/attachments/1465314102497.jpg,0,0,0,Standard,0,0
sample_0039,-83.39024386,33.95478125,Duplex,OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035260?filename=communitymapuga/attachments/1465311033587.jpg,0,0,0,Standard,0,0
sample_0040,-83.38786685,33.95477671,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035261?filename=communitymapuga/attachments/1465314307768.jpg,0,0,0,Standard,0,1
sample_0041,-83.39432916,33.95496428,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035262?filename=communitymapuga/attachments/1465311285030.jpg,1,0,1,Standard,0,0
sample_0042,-83.39169073,33.95468225,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035263?filename=communitymapuga/attachments/1465314613165.jpg,1,0,1,Standard,0,0
sample_0043,-83.39387306,33.95494413,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035264?filename=communitymapuga/attachments/1465311781373.jpg,0,0,0,Standard,0,1
sample_0044,-83.39377592,33.95132281,Single family (no garage),OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035265?filename=communitymapuga/attachments/1465315031060.jpg,1,0,1,Standard,0,0
sample_0045,-83.39434913,33.95131361,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035266?filename=communitymapuga/attachments/1465311986228.jpg,0,0,0,Standard,0,1
sample_0046,-83.38323455,33.95054228,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035267?filename=communitymapuga/attachments/1465332129895.jpg,0,0,0,Standard,0,0
sample_0047,-83.39480999,33.9507244,Single family (no garage),OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035272?filename=communitymapuga/attachments/1465312152571.jpg,1,1,2,Substandard,0,0
sample_0048,-83.3851527,33.95058215,Single family (no garage),OCCUP,two,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035274?filename=communitymapuga/attachments/1465332327095.jpg,4,0,4,Dilapidated,1,0
sample_0049,-83.3938836,33.95078663,Single family (no garage),VACANT1,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Poor,http://classic.ona.io/api/v1/files/2035279?filename=communitymapuga/attachments/1465312468047.jpg,0,0,0,Standard,2,1
sample_0050,-83.39520931,33.95102522,Single family (no garage),OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035280?filename=communitymapuga/attachments/1465332513736.jpg,1,0,1,Standard,0,0
sample_0051,-83.39551654,33.95117919,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035281?filename=communitymapuga/attachments/1465312680640.jpg,0,0,0,Standard,0,1
sample_0052,-83.38142927,33.95103652,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035282?filename=communitymapuga/attachments/1465332643574.jpg,0,0,0,Standard,0,0
sample_0053,-83.39334459,33.95052242,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035283?filename=communitymapuga/attachments/1465312818484.jpg,0,0,0,Standard,0,0
sample_0054,-83.39492277,33.95119611,Single family (garage),OCCUP,one,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035284?filename=communitymapuga/attachments/1465333032370.jpg,2,0,2,Substandard,0,0
sample_0055,-83.38307611,33.95122362,Single family (garage),UNKNOWN,one,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035285?filename=communitymapuga/attachments/1465313114761.jpg,2,0,2,Substandard,1,0
sample_0056,-83.38323837,33.95160479,Single family (no garage),OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035286?filename=communitymapuga/attachments/1465333286512.jpg,1,0,1,Standard,0,0
sample_0057,-83.39520461,33.95131987,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035287?filename=communitymapuga/attachments/1465313927043.jpg,0,0,0,Standard,0,0
sample_0058,-83.38311733,33.95142583,Single family (garage),FOR_SALE,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035288?filename=communitymapuga/attachments/1465333402866.jpg,0,0,0,Standard,0,0
sample_0059,-83.39439645,33.95082688,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035289?filename=communitymapuga/attachments/1465314548777.jpg,0,0,0,Standard,0,0
sample_0060,-83.39532754,33.95125855,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035290?filename=communitymapuga/attachments/1465333490496.jpg,0,0,0,Standard,0,1
sample_0061,-83.39473902,33.95124186,Single family (no garage),VACANT1,one,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Fair,http://classic.ona.io/api/v1/files/2035292?filename=communitymapuga/attachments/1465314811065.jpg,4,0,4,Dilapidated,2,0
sample_0062,-83.39345355,33.9513881,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035293?filename=communitymapuga/attachments/1465333735808.jpg,0,0,0,Standard,0,0
sample_0063,-83.39549291,33.95109522,Single family (no garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035294?filename=communitymapuga/attachments/1465332024069.jpg,0,0,0,Standard,0,0
sample_0064,-83.39346554,33.95089097,Single family (garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035295?filename=communitymapuga/attachments/1465333927586.jpg,1,0,1,Standard,1,0
sample_0065,-83.38197476,33.95090376,Single family (no garage),OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035296?filename=communitymapuga/attachments/1465332179187.jpg,1,0,1,Standard,0,0
sample_0066,-83.39400511,33.95141343,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035297?filename=communitymapuga/attachments/1465334040230.jpg,0,0,0,Standard,0,0
sample_0067,-83.38575528,33.95107594,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035298?filename=communitymapuga/attachments/1465332304451.jpg,0,0,0,Standard,0,0
sample_0068,-83.3955371,33.95127729,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035299?filename=communitymapuga/attachments/1465334138851.jpg,0,0,0,Standard,0,0
sample_0069,-83.38646778,33.95129532,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035300?filename=communitymapuga/attachments/1465332490135.jpg,0,0,0,Standard,0,0
sample_0070,-83.38313281,33.95161201,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035301?filename=communitymapuga/attachments/1465478783007.jpg,0,0,0,Standard,0,0
sample_0071,-83.38667275,33.95080671,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035302?filename=communitymapuga/attachments/1465332601571.jpg,0,0,0,Standard,0,1
sample_0072,-83.38790379,33.95094353,Single family (garage),OCCUP,two,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035303?filename=communitymapuga/attachments/1465478929076.jpg,0,0,0,Standard,0,0
sample_0073,-83.39363106,33.95134683,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035305?filename=communitymapuga/attachments/1465332771105.jpg,0,0,0,Standard,0,0
sample_0074,-83.38318558,33.9516084,Single family (no garage),OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035306?filename=communitymapuga/attachments/1465479066975.jpg,1,0,1,Standard,0,1
sample_0075,-83.38334393,33.95159759,Single family (no garage),OCCUP,one,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035307?filename=communitymapuga/attachments/1465333179983.jpg,1,0,1,Standard,0,0
sample_0076,-83.39179313,33.95171896,Single family (garage),VACANT1,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035309?filename=communitymapuga/attachments/1465479296519.jpg,1,0,1,Standard,0,0
sample_0077,-83.38390348,33.95154197,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035311?filename=communitymapuga/attachments/1465333352649.jpg,0,0,0,Standard,0,0
sample_0078,-83.39315526,33.95144967,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035317?filename=communitymapuga/attachments/1465479464742.jpg,0,0,0,Standard,0,1
sample_0079,-83.38350231,33.95158678,Duplex,OCCUP,two,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035318?filename=communitymapuga/attachments/1465333513805.jpg,1,0,1,Standard,0,0
sample_0080,-83.38377398,33.95128873,Single family (garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Good,http://classic.ona.io/api/v1/files/2035323?filename=communitymapuga/attachments/1465479560480.jpg,0,0,0,Standard,0,0
sample_0081,-83.39418225,33.95136406,Single family (no garage),OCCUP,one,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Fair,http://classic.ona.io/api/v1/files/2035326?filename=communitymapuga/attachments/1465333715827.jpg,0,0,0,Standard,0,0
